,GQ id,name,EAN id,Kmeans with 6cluster ,Kmeans with 5 cluster ,BinaryClustring 5 ,BinaryClustring 6 ,Hierarchical Clustering 5,Hierarchical Clustering 6 ,Hybrid Clustring 5 
443,556652,Hotel S. Damansara,556652,3,3,3,3,4,4,5
444,554499,7 Star Boutique Hotel,554499,6,5,2,5,2,2,4
445,554107,Seri Rawang Hotel,554107,6,5,2,5,2,2,4
446,554097,Sungai Besi  H1,554097,6,5,2,5,2,2,4
447,541380,9 Square Hotel - Bangi,541380,6,5,2,5,2,2,4
448,541369,9 Square Hotel - Subang Jaya,541369,6,5,2,5,2,2,4
449,540830,Orange Pekoe Guesthouse,540830,6,5,2,5,2,2,4
450,540726,OYO 502 Midah Inn Puchong,540726,6,5,2,5,2,2,4
451,540691,KL Guest Hotel,540691,6,5,2,5,2,2,4
452,540150,Lavana Hotel Chinatown,540150,6,5,2,5,2,2,4
453,540136,City Comfort Inn Puchong,540136,6,5,2,5,2,2,4
454,540111,Le Ruiz Boutique Hotel,540111,6,5,2,5,2,2,4
455,540093,OYO 304 Zero Hour Hotel,540093,6,5,2,5,2,2,4
456,539784,Aliya Hotel Klang,539784,3,3,3,3,4,4,3
457,539758,Mixx Hotel,539758,6,5,2,5,2,2,4
458,538141,Ipoh Road Hotel,538141,6,5,2,5,2,2,4
459,537417,Sri Village Hotel Taman Muda Cheras,537417,6,5,2,5,2,2,4
460,537380,Cardogan Hotel,537380,6,5,2,5,2,2,4
461,536002,PODs The Backpackers Home & Cafe,536002,6,5,2,5,2,2,4
462,535530,DE'NAI The Backpacker's Residence,535530,6,5,2,5,2,2,4
463,535223,Hotel Lismar Subang Jaya,535223,6,5,2,5,2,2,4
464,535215,33 Boutique Hotel,535215,6,5,2,5,2,2,4
465,534367,OYO 414  Adiff Palace Hotel,534367,6,5,2,5,2,2,4
466,510529,Ibis Styles Sri Damansara,510529,3,3,3,3,4,4,3
467,508996,Le Meridien Putrajaya,508996,2,2,5,1,1,6,1
468,499030,Ev World Hotel Bukit Bintang,499030,6,5,2,5,2,2,4
469,497769,Lux Private Hotel,497769,6,5,2,5,2,2,4
470,497766,Sun Inns Hotel KopKastam Kelana Jaya,497766,6,5,2,5,2,2,4
471,497763,Best View Hotel Kelana Jaya,497763,6,5,2,5,2,2,4
472,497758,Sunrise Hotel,497758,6,5,2,5,2,2,3
473,497748,Kota Damansara Business Hotel,497748,6,5,2,5,2,2,4
474,497525,Sindbad Hotel Times Square,497525,6,5,2,5,2,2,3
475,495759,Nexus Business Suites & Hotel,495759,3,5,2,3,4,4,3
476,493095,The St. Regis Kuala Lumpur,493095,5,3,3,2,1,6,1
477,492382,Travel Hub Hightstreet,492382,6,5,2,5,2,2,4
478,489622,Rumah Putih Bed and Breakfast,489622,6,5,2,5,2,2,4
479,488354,OYO 982 Hotel SK,488354,6,5,2,5,2,2,4
480,488326,Hotel Grand Mutiara,488326,6,5,2,5,2,2,3
481,486267,Hotel Six Seasons,486267,6,5,2,5,2,2,4
482,486214,Sovotel at Kelana Jaya,486214,6,5,2,5,2,2,4
483,486211,Hotel Midtown Villa,486211,6,5,2,5,2,2,4
484,486204,Hotel D'View Inn Bukit Bintang,486204,6,5,2,5,2,2,4
485,485957,ZEN Rooms Damansara Uptown,485957,6,5,2,5,2,2,4
486,485940,La Comme Country Resort,485940,6,5,2,5,2,2,3
487,485923,Lavana Hotel Batu Caves,485923,6,5,2,5,2,2,4
488,485922,Verdant Hill Hotel Kuala Lumpur,485922,5,3,3,2,1,6,1
489,480024,YMCA Kuala Lumpur,480024,6,5,2,5,2,2,4
490,480020,Rainforest Bed & Breakfast,480020,6,5,2,5,2,2,4
491,477985,Lotus Hotel KL Sentral,477985,6,5,2,5,2,2,4
492,477979,Backhome KL,477979,6,5,2,5,2,2,4
493,474801,Kuchai Hotel,474801,6,5,2,5,2,2,4
494,474655,Submarine Guest House @ Chinatown - Hostel,474655,6,5,2,5,2,2,4
495,474624,SG PELEK HOTEL,474624,6,5,2,5,2,2,4
496,474508,Calla Hotel,474508,6,5,2,5,2,2,4
497,474454,Smile Hotel Wangsa Maju,474454,6,5,2,5,2,2,4
498,473667,City Comfort Hotel Bukit Bintang,473667,3,5,2,3,4,4,5
499,473177,Signature Hotel @ Puchong,473177,6,5,2,5,2,2,4
500,471884,COOP Hotel Putrajaya & Cyberjaya,471884,6,5,2,5,2,2,4
501,471858,Sens Hotel,471858,6,5,2,5,2,2,3
502,471764,Raizzy's Guesthouse,471764,6,5,2,5,2,2,4
503,471630,Hotel 77,471630,6,5,2,5,2,2,4
504,471262,Alor Boutique Hotel,471262,6,5,2,5,2,2,4
505,470259,New Town Hotel Puchong,470259,6,5,2,5,2,2,4
506,469569,SIGNATURE  HOTEL @ LITTLE INDIA,469569,6,5,2,5,2,2,4
507,469243,Hotel Petaling,469243,6,5,2,5,2,2,4
508,462952,Kapitan Hill@Cempenai Parc Residences,462952,6,5,2,5,2,2,3
509,462097,Swiss Garden Residences Kuala Lumpur,462097,2,2,5,1,5,1,2
510,461651,Sovotel Boutique Hotel @ Uptown 101,461651,6,5,2,5,2,2,4
511,461087,Setia Sky Residences KLCC @ Artez Maison,461087,6,5,2,5,2,2,3
512,461059,Acappella KLCC Suites,461059,6,5,2,5,2,2,3
513,460928,Vio Hotel Sri Petaling,460928,6,5,2,5,2,2,4
514,460759,Plaza Premium Lounge KLIA 2,460759,6,5,2,5,2,2,4
515,460584,OYO 827 Hotel Inap Sri Gombak,460584,6,5,2,5,2,2,4
516,460548,1 Hotel Mahkota Cheras,460548,6,5,2,5,2,2,4
517,460339,1 Hotel Kuchai Lama,460339,6,5,2,5,2,2,4
518,460319,Dejaya Boutique Hotel Kuchai Lama,460319,6,5,2,5,2,2,4
519,460250,1 Hotel Pudu Cheras,460250,6,5,2,5,2,2,4
520,460198,Hotel New Winner,460198,6,5,2,5,2,2,4
521,460008,RESORT SUITES HOTEL AT BANDAR SUNWAY,460008,3,5,2,3,4,4,3
522,458587,Bukit Beruntung Business Hotel,458587,3,5,2,3,4,4,4
523,458183,Canary Hotel,458183,6,5,2,5,2,2,4
524,458181,Hotel Times Inn Batu Caves,458181,6,5,2,5,2,2,4
525,457005,KK Hotel Kajang,457005,6,5,2,5,2,2,4
526,457000,OYO 223 D' Metro Hotel,457000,6,5,2,5,2,2,4
527,456920,LSN Hotel Taman Connaught,456920,6,5,2,5,2,2,4
528,456883,Sovotel Boutique Hotel at Uptown 36,456883,6,5,2,5,2,2,4
529,456875,De UPTOWN Hotel Damansara,456875,6,5,2,5,2,2,4
530,456820,OYO 153 De Uptown Hotel 1,456820,6,5,2,5,2,2,4
531,456541,Oasis Guest House,456541,6,5,2,5,2,2,4
532,456462,Kameleoon Travellers Lodge,456462,6,5,2,5,2,2,4
533,456446,Kawana Tourist Inn,456446,3,5,2,3,4,4,5
534,456248,OYO 1002 Hotel Sahara Inn Batu Caves,456248,6,5,2,5,2,2,4
535,455894,Kristal Rawang,455894,6,5,2,5,2,2,4
536,455893,Hotel Sahara Rawang,455893,3,5,2,3,4,4,4
537,455834,New Wave Ampang Point Hotel,455834,6,5,2,5,2,2,4
538,450490,Melange Boutique Hotel,450490,6,5,2,5,2,2,4
539,450270,1000 Miles,450270,6,5,2,5,2,2,4
540,448731,Hotel Double Star Sepang,448731,6,5,2,5,2,2,4
541,448331,TC Inn Capital Hotel,448331,6,5,2,5,2,2,4
542,447981,Signature Hotel @ Bangsar,447981,6,5,2,5,2,2,4
543,447705,Indah Alam Vacation Home,447705,6,5,2,5,2,2,4
544,447644,Orkid Inn Puchong,447644,6,5,2,5,2,2,4
545,445079,Mye Hotel PJ,445079,6,5,2,5,2,2,4
546,444779,Parc Hotel Pelangi Damansara,444779,6,5,2,5,2,2,4
547,443015,De Nice Inn,443015,6,5,2,5,2,2,4
548,440015,Oscar Guesthouse,440015,6,5,2,5,2,2,4
549,439779,The Zest Kinrara by Plush,439779,3,5,2,3,4,4,3
550,439694,Orkid Inn Pudu,439694,6,5,2,5,2,2,3
551,436966,Capsule By Container Hotel,436966,5,3,3,2,1,6,5
552,436965,City View Hotel Sepang,436965,6,5,2,5,2,2,4
553,435751,OYO 129 FINE Hotel,435751,6,5,2,5,2,2,4
554,435640,Funky Huts Guest House,435640,6,5,2,5,2,2,4
555,435638,Catherina Place,435638,6,5,2,5,2,2,4
556,435637,A-One,435637,6,5,2,5,2,2,4
557,435635,New Town Hotel SuBang Usj Sentral,435635,6,5,2,5,2,2,4
558,435634,Bagasta Boutique Guesthouse,435634,6,5,2,5,2,2,4
559,435633,Ranting Guesthouse,435633,6,5,2,5,2,2,4
560,435630,TheTravel Hub,435630,6,5,2,5,2,2,4
561,435627,Hotel 1915,435627,6,5,2,5,2,2,4
562,433876,LBS Hotel,433876,6,5,2,5,2,2,4
563,433658,Shah Alam Business Hotel,433658,6,5,2,5,2,2,4
564,433444,Aditya Hotel,433444,6,5,2,5,2,2,4
565,433301,Reggae Mansion Hostel,433301,6,5,2,5,2,2,4
566,433090,Eiffel Hotel Kelana Jaya,433090,6,5,2,5,2,2,4
567,432194,KL101 Service Suite at Soho Suites KLCC,432194,6,5,2,5,2,2,4
568,432127,VIPOD Suites KLCC by Luxury Suites Asia,432127,6,5,2,5,2,2,4
569,430761,Suasana Suites Bukit Ceylon,430761,6,5,2,5,2,2,3
570,419587,Chaos Hotel,419587,6,5,2,5,2,2,4
571,419461,Royce Hotel KL Sentral,419461,6,5,2,5,2,2,3
572,419421,Royale City Hotel,419421,6,5,2,5,2,2,4
573,419241,Le Garden Hotel,419241,6,5,2,5,2,2,4
574,418960,Sun Inns Hotel @ KOI,418960,6,5,2,5,2,2,4
575,418699,Subang Valley Hotel,418699,6,5,2,5,2,2,4
576,418660,Subang Park Hotel,418660,6,5,2,5,2,2,4
577,418476,Sri Puchong Hotel,418476,3,5,2,3,4,4,4
578,418358,Hotel Galaxy,418358,6,5,2,5,2,2,4
579,418357,GS Golden Star Hotel,418357,6,5,2,5,2,2,4
580,418348,Moment Hotel,418348,6,5,2,5,2,2,4
581,418278,Suntex Hotel,418278,6,5,2,5,2,2,4
582,418021,Go Hotel Subang Jaya,418021,6,5,2,5,2,2,4
583,417867,Bangi Gateway Hotel,417867,6,5,2,5,2,2,4
584,417531,H Boutique Hotel Xplorer Maluri Cheras,417531,6,5,2,5,2,2,4
585,417231,Hazzana Boutique Hotel,417231,6,5,2,5,2,2,4
586,417216,Hotel Seri Raha,417216,6,5,2,5,2,2,4
587,417118,Hotel 99 - Bandar Puteri Puchong,417118,6,5,2,5,2,2,4
588,417103,Hotel 99 - SS2,417103,6,5,2,5,2,2,4
589,416638,Resorts World Genting - Maxims Hotel,416638,4,4,4,4,5,5,2
590,416559,Seeds Hotel Setia Wangsa,416559,6,5,2,5,2,2,4
591,416546,Resort Hotel,416546,4,4,4,4,5,5,2
592,416478,Hotel Royal Palm Lodge,416478,6,5,2,5,2,2,4
593,416422,Old Penang Hotel Ampang Point,416422,6,5,2,5,2,2,4
594,416199,Uptown Imperial Hotel,416199,6,5,2,5,2,2,4
595,416163,EV World Hotel Sg. Besi,416163,6,5,2,5,2,2,4
596,416026,New City Hotel,416026,6,5,2,5,2,2,4
597,415842,Orange Hotels Kuchai Lama,415842,6,5,2,5,2,2,4
598,414758,OYO 417 Raintree Boutique Hotel,414758,6,5,2,5,2,2,4
599,414404,Best View Boutique Hotel Taipan USJ,414404,6,5,2,5,2,2,4
600,414268,Your Hotel,414268,6,5,2,5,2,2,4
